"","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497"
"145",6,14,"LCOR-031","LC-102 5C","5C","LC-102","transgenic","large",1041.4,1189.5,1258.824,1560.576,1981.2,2545.08,3459.48,3596.64,7.366,8,8,12,14,17,23,25
"146",7,14,"LCOR-347","CT717 3","CT3","Control","control","large",1270,1372.5,1426.464,1776.984,2209.8,2758.44,3550.92,3566.16,11.176,11.176,11.176,14,17,19,23,24
"147",8,14,"LCOR-176","LC-102 1C","1C","LC-102","transgenic","large",1181.1,1403,1417.32,1685.544,2011.68,2453.64,3169.92,3840.48,7.874,10,10,13,15,18,23,24
"148",9,14,"LCOR-269","LC-102 5C","5C","LC-102","transgenic","large",1117.6,1326.75,1389.888,1773.936,2194.56,2834.64,3794.76,3901.44,8.128,9,9,13.5,16,20,25,26
"149",10,14,"LCOR-147","LC-102 7","7","LC-102","transgenic","large",1397,1509.75,1530.096,2017.776,2316.48,2834.64,3688.08,3779.52,9.398,10,10,15.5,19,21,26,27
"150",11,14,"LCOR-257","LC-102 4B","4B","LC-102","transgenic","large",1460.5,1555.5,1621.536,1953.768,2407.92,2941.32,3825.24,3825.24,9.652,11,11,15,18,22,24.5,26
"151",12,14,"LCOR-256","LC-102 4B","4B","LC-102","transgenic","large",1524,1647,1679.448,1959.864,2407.92,2941.32,3810,3931.92,10.922,11,12,15.1,19,22,28,29
"152",13,14,"LCOR-014","LC-102 4A","4A","LC-102","transgenic","large",1384.3,1647,1743.456,2072.64,2499.36,3124.2,3992.88,4145.28,9.398,11,12,16,20,23,27.5,28
"153",14,14,"LCOR-091","LC-102 8-9D","8-9D","Escape","control","large",1485.9,1677.5,1700.784,2072.64,2499.36,3032.76,3901.44,3992.88,10.16,12,12,17,23,25,29,29
"154",15,14,"LCOR-264","LC-102 4B","4B","LC-102","transgenic","large",1003.3,1006.5,1091.184,1417.32,1813.56,2316.48,3017.52,3048,7.112,7.112,8,12,14,17,20,21
"155",2,15,"LCOR-486","LC-102 1C","1C","LC-102","transgenic","large",1181.1,1494.5,1569.72,2020.824,2529.84,3108.96,3931.92,3931.92,10.16,12,12,17,20,23,27,28
"156",4,15,"LCOR-357","LC-102 1","1","LC-102","transgenic","large",1168.4,1555.5,1578.864,1953.768,2286,2834.64,3581.4,3596.64,9.906,11,11,15,18,21,24.5,27
"157",5,15,"LCOR-473","LC-102 13-15B","13-15B","LC-102","transgenic","large",1092.2,1403,1447.8,1749.552,2103.12,2575.56,3398.52,3627.12,8.636,10,10,14.1,17,19,23.5,23.5
"158",6,15,"LCOR-525","LC-102 5","5","LC-102","transgenic","large",1498.6,1830,1901.952,2282.952,2773.68,3474.72,4297.68,4358.64,10.922,12,13,18.5,24,26,31,32
"159",7,15,"LCOR-437","LC-102 1","1","LC-102","transgenic","large",1422.4,1769,1865.376,2194.56,2621.28,3291.84,4160.52,4175.76,10.414,12,13,18,21,24,28,29
"160",8,15,"LCOR-550","LC-102 7","7","LC-102","transgenic","large",1460.5,1555.5,1618.488,1953.768,2423.16,3002.28,3886.2,3886.2,11.43,11.43,12,15,19,21,25,26
"161",9,15,"LCOR-307","LC-102 13-15E","13-15E","LC-102","transgenic","large",1066.8,1143.75,1203.96,1463.04,1783.08,2164.08,2788.92,2788.92,7.874,8,8,11,17,17,20,20
"162",10,15,"LCOR-449","LC-102 2H","2H","LC-102","transgenic","large",1473.2,1616.5,1716.024,2048.256,2468.88,3048,3870.96,3992.88,10.668,12,12,16,19,22,27,28
"163",11,15,"LCOR-507","LC-102 16-20","16-20","Escape","control","large",1447.8,1601.25,1682.496,2048.256,2438.4,3017.52,3855.72,3931.92,10.16,11,12,16,20,22,27,28
"164",12,15,"LCOR-154","LC-102 7","7","LC-102","transgenic","large",1549.4,1769,1862.328,2191.512,2651.76,3322.32,4175.76,4297.68,11.176,13,13,17,21,24,30,31
"165",13,15,"LCOR-562","LC-102 5C","5C","LC-102","transgenic","large",1574.8,1647,1740.408,2072.64,2529.84,3139.44,3931.92,3992.88,10.16,12,12,15,19,22,26,26
"166",15,15,"LCOR-393","LC-102 1C","1C","LC-102","transgenic","large",1219.2,1555.5,1642.872,1956.816,2407.92,2849.88,3566.16,3657.6,8.89,10,11,15,18,20,23,23
"167",1,16,"LCOR-442","LC-102 1","1","LC-102","transgenic","large",634.9999999,1037,1109.472,1493.52,1859.28,2240.28,2956.56,3017.52,5.334,8,8,12.5,16,17,20,21
"168",2,16,"LCOR-247","LC-102 5A","5A","LC-102","transgenic","large",1270,1555.5,1588.008,1859.28,2286,2788.92,3581.4,3596.64,8.89,10,10,15,17,20,23.5,25
"169",3,16,"LCOR-611","LC-102 13-15E","13-15E","LC-102","transgenic","large",863.5999999,884.5,944.88,1283.208,1691.64,2118.36,2819.4,2819.4,5.588,6,7,10,13,15,18.5,19
"170",5,16,"LCOR-528","LC-102 5","5","LC-102","transgenic","large",685.8,884.5,884.5,1109.472,1310.64,1676.4,2453.64,2529.84,6.858,7,10,10,13,13,17,18
"171",6,16,"LCOR-072","LC-102 13-15E","13-15E","LC-102","transgenic","large",787.3999999,1082.75,1161.288,1493.52,1889.76,2270.76,2773.68,2773.68,7.366,9,9,12.1,16,18,20.5,21
"172",7,16,"LCOR-610","LC-102 13-15E","13-15E","LC-102","transgenic","large",1193.8,1418.25,1481.328,1798.32,2194.56,2667,3185.16,3185.16,7.874,10,10,10,18,19,20.5,21
"173",8,16,"LCOR-516","LC-102 16-20","16-20","Escape","control","large",634.9999999,701.5,731.52,1018.032,1341.12,1661.16,2240.28,2286,3.81,5,6,7.4,10,11,14,14
"174",9,16,"LCOR-280","LC-102 5C","5C","LC-102","transgenic","large",1168.4,1311.5,1319.784,1627.632,2011.68,2529.84,3246.12,3261.36,7.112,8,10,11.5,15,17,22,22
"175",10,16,"LCOR-033","LC-102 5C","5C","LC-102","transgenic","large",1320.8,1403,1444.752,1712.976,2072.64,2529.84,3276.6,3291.84,8.636,9,10,13.1,15,17,21,22
"176",12,16,"LCOR-372","LC-102 5","5","LC-102","transgenic","large",1333.5,1403,1466.088,1740.408,2133.6,2636.52,3429,3505.2,8.636,9,10,12.8,16,18,22,22
"177",13,16,"LCOR-105","LC-102 16-20","16-20","Escape","control","large",990.6,1082.75,1097.28,1322.832,1676.4,2072.64,2545.08,2560.32,6.604,7,8,10.1,13,19,19,19
"178",14,16,"LCOR-352","LC-102 1","1","LC-102","transgenic","large",1358.9,1525,1584.96,1889.76,2377.44,2880.36,3505.2,3566.16,11.176,12,13,15,18,20,23,23
"179",15,16,"LCOR-614","LC-102 13-15E","13-15E","LC-102","transgenic","large",1117.6,1220,1261.872,1584.96,1813.56,2103.12,2697.48,2712.72,7.874,8,9,12.5,15,17,19,19
"180",1,17,"LCOR-376","LC-102 5","5","LC-102","transgenic","large",1219.2,1311.5,1408.176,2087.88,2164.08,2621.28,3383.28,3383.28,9.144,9.144,10,14.1,17,19,22,22
"181",2,17,"LCOR-016","LC-102 4B","4B","LC-102","transgenic","large",1016,1189.5,1240.536,1621.536,2011.68,2484.12,3185.16,3230.88,6.858,8,9,12,16,17,21,21
"182",3,17,"LCOR-132","LC-102 5","5","LC-102","transgenic","large",1270,1616.5,1673.352,1987.296,2286,2865.12,3596.64,3688.08,8.636,11,11,11,19,20,24,25
"183",4,17,"LCOR-574","LC-102 5C","5C","LC-102","transgenic","large",1498.6,1708,1767.84,2048.256,2499.36,3078.48,3733.8,3733.8,10.16,11,12,15.5,20,22,24,25
"184",5,17,"LCOR-079","LC-102 13-15E","13-15E","LC-102","transgenic","large",1104.9,1104.9,1124.712,1313.688,1645.92,2118.36,2834.64,2834.64,7.366,7.366,8,11.5,13,16,19.5,19.5
"185",6,17,"LCOR-458","LC-102 2H","2H","LC-102","transgenic","large",1422.4,1586,1621.536,1905,2255.52,2727.96,3444.24,3505.2,10.16,11,11,16,17,19,23,23
"186",7,17,"LCOR-411","LC-102 8-9D","8-9D","Escape","control","large",1498.6,1738.5,1770.888,2148.84,2529.84,3032.76,3657.6,3657.6,10.922,12,14,18.5,22.5,25,29,29
"187",8,17,"LCOR-394","LC-102 1C","1C","LC-102","transgenic","large",1663.7,1891,1981.2,2292.096,2804.16,3032.76,4099.56,4114.8,10.922,12,13,18.5,23,25,28.5,29
"188",9,17,"LCOR-275","LC-102 5C","5C","LC-102","transgenic","large",1460.5,1677.5,1677.5,1950.72,2270.76,2590.8,3002.28,3200.4,9.906,11,12,16,18,21,22.5,22.5
"189",12,17,"LCOR-134","LC-102 5","5","LC-102","transgenic","large",1409.7,1525,1560.576,2118.36,2179.32,2621.28,3078.48,3108.96,9.398,10,12,14,15,18,23,23
"190",13,17,"LCOR-502","CT717 3","CT3","Control","control","large",1193.8,1357.25,1380.744,1642.872,1981.2,2484.12,3215.64,3322.32,8.636,9,10,12,15,17,23,24
"191",14,17,"LCOR-481","LC-102 1C","1C","LC-102","transgenic","large",1155.7,1189.5,1264.92,1554.48,1950.72,2453.64,3185.16,3261.36,7.112,8,9,11.5,14,17,21,21
"192",15,17,"LCOR-271","LC-102 5C","5C","LC-102","transgenic","large",1257.3,1311.5,1438.656,1752.6,2225.04,2788.92,3642.36,3749.04,8.89,9,10,14.8,18,20,25,26
"193",1,18,"LCOR-377","LC-102 5","5","LC-102","transgenic","large",1143,1403,1478.28,1828.8,2301.24,2865.12,3642.36,3642.36,7.874,9,10,14.5,18,22,25,25
"194",2,18,"LCOR-058","LC-102 2H","2H","LC-102","transgenic","large",1308.1,1433.5,1484.376,1813.56,2209.8,2575.56,3124.2,3139.44,9.652,11,11,14.5,17,19,22,23
"195",3,18,"LCOR-052","LC-102 1","1","LC-102","transgenic","large",1066.8,1067.5,1118.616,1395.984,1767.84,2179.32,2773.68,2773.68,6.35,7,7,10.5,15,15,18,19
"196",4,18,"LCOR-475","LC-102 13-15B","13-15B","LC-102","transgenic","large",1473.2,1677.5,1691.64,1947.672,2346.96,2804.16,3459.48,3459.48,10.668,12,12,15,18,20,23,23
"197",5,18,"LCOR-085","LC-102 8-9D","8-9D","Escape","control","large",1270,1433.5,1493.52,1801.368,2179.32,2697.48,3429,3444.24,9.144,10,10,14,17,19,19,22
"198",6,18,"LCOR-351","LC-102 1","1","LC-102","transgenic","large",1371.6,1525,1525,1798.32,2011.68,2484.12,3124.2,3124.2,9.144,10,10,14,16,18,22.5,22.5
"199",10,18,"LCOR-306","LC-102 13-15E","13-15E","LC-102","transgenic","large",1460.5,1647,1725.168,2017.776,2407.92,2926.08,3596.64,3596.64,10.922,12,13,17,20,22,25.5,26
"200",11,18,"LCOR-392","LC-102 7","7","LC-102","transgenic","large",1447.8,1555.5,1636.776,1926.336,2346.96,2804.16,3505.2,3505.2,10.668,11,12,16.2,18,21,24,25
"201",12,18,"LCOR-243","LC-102 5A","5A","LC-102","transgenic","large",1346.2,1708,1773.936,2109.216,2590.8,3169.92,4053.84,4175.76,11.43,12,13,16.5,20,24,28.5,29
"202",13,18,"LCOR-572","LC-102 5C","5C","LC-102","transgenic","large",1231.9,1281,1371.6,1661.16,2042.16,2560.32,3261.36,3383.28,8.636,8.636,8.636,13,14,17,22,23
"203",14,18,"LCOR-463","LC-102 13-15B","13-15B","LC-102","transgenic","large",1473.2,1586,1682.496,2023.872,2392.68,2895.6,3444.24,3444.24,10.922,12,12,12,19,20,22,23
"204",15,18,"LCOR-260","LC-102 4B","4B","LC-102","transgenic","large",1320.8,1555.5,1645.92,1965.96,2407.92,2880.36,3627.12,3718.56,9.398,11,12,16.5,19,22,24.5,26
"205",1,19,"LCOR-548","LC-102 7","7","LC-102","transgenic","large",596.8999999,793,1453.896,1453.896,1453.896,1508.76,2346.96,2468.88,6.35,7,11,11,12,13,17,17
"206",3,19,"LCOR-406","LC-102 1C","1C","LC-102","transgenic","large",1168.4,1189.5,1189.5,1402.08,1645.92,1981.2,2636.52,2651.76,8.128,8.128,8.128,12,13,14,16,17
"207",4,19,"LCOR-089","LC-102 8-9D","8-9D","Escape","control","large",1308.1,1464,1464,1740.408,2118.36,2529.84,3185.16,3185.16,9.144,10,10,13.1,16,18,20.05,20.05
"208",5,19,"LCOR-491","CT717 3","CT3","Control","control","large",1028.7,1128.5,1353.312,1417.32,1767.84,2209.8,2926.08,2956.56,7.62,8,9,12.5,15,17,19,20
"209",7,19,"LCOR-585","LC-102 5A","5A","LC-102","transgenic","large",990.6,1128.5,1514.856,1514.856,1514.856,1844.04,2392.68,2407.92,6.604,7,10,10,11,12,18,19
"210",8,19,"LCOR-554","LC-102 7","7","LC-102","transgenic","large",1409.7,1464,1892.808,1892.808,2225.04,2743.2,3596.64,3718.56,9.398,10,15,15,18,20,24,25
"211",9,19,"LCOR-152","LC-102 7","7","LC-102","transgenic","large",1625.6,1891,1891,2228.088,2606.04,3078.48,3779.52,3810,11.938,13,13,19,22,24,26,28
"212",10,19,"LCOR-558","LC-102 7","7","LC-102","transgenic","large",1397,1433.5,1433.5,1831.848,2240.28,2606.04,2606.04,3169.92,8.89,10,10,13,16,18,18,20
"213",11,19,"LCOR-138","LC-102 5","5","LC-102","transgenic","large",1219.2,1281,1618.488,1691.64,2072.64,2499.36,2926.08,2926.08,9.144,9.144,9.144,14,16,17,19,19
"214",12,19,"LCOR-383","LC-102 7","7","LC-102","transgenic","large",1193.8,1281,1281,1697.736,2148.84,2545.08,2636.52,2636.52,7.366,8,9,14,16,17,18,18
"215",13,19,"LCOR-568","LC-102 5C","5C","LC-102","transgenic","large",1193.8,1250.5,1250.5,1615.44,2057.4,2423.16,2819.4,2819.4,7.366,8,10,13.5,16,17,19,19
"216",14,19,"LCOR-080","LC-102 13-15E","13-15E","LC-102","transgenic","large",800.1,854,1188.72,1210.056,1554.48,1859.28,2697.48,2697.48,5.334,5.334,9,11,11,12,15,15
"217",15,19,"LCOR-391","LC-102 7","7","LC-102","transgenic","large",1485.9,1555.5,1555.5,1923.288,2225.04,2682.24,3352.8,3383.28,9.906,11,11,15.5,18,19,23,24
"218",1,20,"LCOR-553","LC-102 7","7","LC-102","transgenic","large",1003.3,1159,1203.96,1554.48,1905,2377.44,3230.88,3322.32,7.366,8,10,13,15,17,21.5,23
"219",2,20,"LCOR-162","LC-102 5A","5A","LC-102","transgenic","large",876.3,1037,1136.904,1524,1935.48,2377.44,3337.56,3474.72,6.35,9,9,13.5,16,18,23.5,25
"220",3,20,"LCOR-242","LC-102 5A","5A","LC-102","transgenic","large",1270,1555.5,1569.72,1834.896,2194.56,2651.76,3459.48,3535.68,8.89,10,10,14.5,17,18,23,24
"221",5,20,"LCOR-166","LC-102 5A","5A","LC-102","transgenic","large",1270,1281,1328.928,1600.2,1950.72,2392.68,3230.88,3322.32,8.382,9,9,12,15,17,23,23
"222",7,20,"LCOR-059","LC-102 2H","2H","LC-102","transgenic","large",1676.4,1799.5,1844.04,2026.92,2392.68,2895.6,3794.76,3870.96,11.176,12,13,15.5,19,21,26,28
"223",8,20,"LCOR-101","LC-102 16-20","16-20","Escape","control","large",1409.7,1616.5,1709.928,2036.064,2499.36,3017.52,3810,3962.4,8.89,11,11,16.5,20,22,27,27
"224",9,20,"LCOR-067","LC-102 2H","2H","LC-102","transgenic","large",1193.8,1281,1313.688,1691.64,2087.88,2651.76,3413.76,3505.2,7.874,9,9,14,16,19,23,23
"225",11,20,"LCOR-103","LC-102 16-20","16-20","Escape","control","large",1193.8,1250.5,1322.832,1621.536,2011.68,2499.36,3230.88,3291.84,7.366,8,8,12.5,15,16,20.5,20.5
"226",12,20,"LCOR-230","LC-102 4A","4A","LC-102","transgenic","large",1485.9,1555.5,1603.248,1905,2286,2727.96,3916.68,3916.68,9.906,11,11,15.5,18,19,26,27
"227",13,20,"LCOR-534","LC-102 4A","4A","LC-102","transgenic","large",1270,1708,1708,1853.184,2316.48,2865.12,3520.44,3596.64,8.636,10,10,16,19,21,24,24
"228",14,20,"LCOR-261","LC-102 4B","4B","LC-102","transgenic","large",1181.1,1342,1426.464,1752.6,2179.32,2727.96,3535.68,3657.6,7.62,9,10,15,16,19,23,23
"229",15,20,"LCOR-493","CT717 3","CT3","Control","control","large",1219.2,1342,1389.888,1661.16,1965.96,2484.12,3108.96,3108.96,12.192,12.192,12.192,13.5,14,17,19,19
"230",1,21,"LCOR-468","LC-102 13-15B","13-15B","LC-102","transgenic","large",914.4,945.5,1289.304,1289.304,1447.8,1783.08,2621.28,2773.68,5.842,6,8,10.5,12,13,19,20
"231",2,21,"LCOR-098","LC-102 8-9D","8-9D","Escape","control","large",1219.2,1250.5,1591.056,1591.056,1813.56,2148.84,2895.6,2956.56,8.128,8.128,10,13,15,17,22.5,23
"232",3,21,"LCOR-482","LC-102 1C","1C","LC-102","transgenic","large",1270,1326.75,1542.288,1569.72,1798.32,2225.04,3063.24,3169.92,8.128,8.128,10,12,14,16,22,24
"233",4,21,"LCOR-350","CT717 3","CT3","Control","control","large",1371.6,1403,1822.704,1822.704,1981.2,2377.44,2987.04,3078.48,8.636,9,12,14.5,16,18,23,24
"234",5,21,"LCOR-129","LC-102 5","5","LC-102","transgenic","large",1511.3,1555.5,1795.272,1798.32,2164.08,2621.28,3383.28,3383.28,11.684,11.684,12,14,15,18,22.5,24
"235",6,21,"LCOR-012","LC-102 4A","4A","LC-102","transgenic","large",1270,1555.5,1555.5,1996.44,2423.16,2956.56,3703.32,3901.44,10.414,11,11,16,18,21,26,27
"236",7,21,"LCOR-248","LC-102 5A","5A","LC-102","transgenic","large",1168.4,1372.5,1642.872,1752.6,2164.08,2758.44,3703.32,3810,8.636,9,11,15,17,20,25,27
"237",8,21,"LCOR-476","LC-102 13-15B","13-15B","LC-102","transgenic","large",1282.7,1403,1621.536,1722.12,2072.64,2575.56,3215.64,3230.88,8.382,9,12,14,17,19,22,22
"238",9,21,"LCOR-584","LC-102 5A","5A","LC-102","transgenic","large",1320.8,1586,1586,1935.48,2087.88,2788.92,3520.44,3520.44,10.16,12,12,15.5,18,19,23,24
"239",10,21,"LCOR-518","LC-102 16-20","16-20","Escape","control","large",1498.6,1616.5,1616.5,1905,2346.96,2834.64,3550.92,3596.64,9.906,11,11,15,17,19,23,23
"240",11,21,"LCOR-450","LC-102 2H","2H","LC-102","transgenic","large",1219.2,1265.75,1624.584,1624.584,1889.76,2331.72,3108.96,3169.92,8.128,8.128,12,12.5,14,16,21,22
"241",12,21,"LCOR-017","LC-102 4B","4B","LC-102","transgenic","large",1651,1769,1769,2057.4,2377.44,2804.16,3505.2,3627.12,10.922,11,11,17,19,21,26,26
"242",13,21,"LCOR-495","CT717 3","CT3","Control","control","large",1625.6,1769,1769,2087.88,2545.08,3124.2,3901.44,3992.88,11.43,13,13,17.5,21,21,27,28
"243",14,21,"LCOR-144","LC-102 7","7","LC-102","transgenic","large",1295.4,1525,1525,1874.52,2225.04,2651.76,3291.84,3352.8,9.398,10,10,15.5,17,19,21.5,21.5
"244",15,21,"LCOR-204","CT717 3","CT3","Control","control","large",1371.6,1525,1525,1874.52,2225.04,2758.44,3413.76,3413.76,8.636,10,10,14,17,19,22,22
"245",1,22,"LCOR-470","LC-102 13-15B","13-15B","LC-102","transgenic","large",990.6,1250.5,1250.5,1447.8,1676.4,1920.24,2468.88,2529.84,6.858,8,8,11,12,13,16,17
"246",2,22,"LCOR-616","LC-102 13-15E","13-15E","LC-102","transgenic","large",1346.2,1433.5,1433.5,1630.68,1950.72,2331.72,2910.84,2926.08,9.144,10,10,13,13,15,19,20
"247",3,22,"LCOR-245","LC-102 5A","5A","LC-102","transgenic","large",571.5,579.5,603.504,838.2,1066.8,1341.12,2072.64,2103.12,3.81,4,4,5.5,7,8,13,13
"248",4,22,"LCOR-165","LC-102 5A","5A","LC-102","transgenic","large",800.1,945.5,945.5,1219.2,1508.76,1935.48,2743.2,2895.6,7.112,7.112,7.112,10,11,14,19,20
"249",5,22,"LCOR-209","CT717 3","CT3","Control","control","large",1549.4,1586,1586,1859.28,2225.04,3032.76,3459.48,3505.2,10.414,11,11,14,16,19,24,25
"250",6,22,"LCOR-340","CT717 3","CT3","Control","control","large",990.6,1159,1161.288,1408.176,1630.68,1798.32,2423.16,2529.84,7.874,9,9,12.5,14,15,18,23
"251",8,22,"LCOR-149","LC-102 7","7","LC-102","transgenic","large",1358.9,1403,1472.184,1679.448,1950.72,2225.04,2834.64,2926.08,8.89,10,10,12,13,14,17,23
"252",10,22,"LCOR-169","LC-102 1C","1C","LC-102","transgenic","large",1155.7,1403,1505.712,1859.28,2286,2727.96,3276.6,3322.32,10.414,11,11,15.5,21,21,21,21
"253",11,22,"LCOR-063","LC-102 2H","2H","LC-102","transgenic","large",1549.4,1830,1865.376,2209.8,2423.16,2956.56,3657.6,3657.6,11.684,12,13,18,21,21,23.5,24
"254",12,22,"LCOR-483","LC-102 1C","1C","LC-102","transgenic","large",1371.6,1555.5,1645.92,1981.2,2560.32,2926.08,3596.64,3627.12,10.414,11,11,17.5,20,22,24,25
"255",13,22,"LCOR-514","LC-102 16-20","16-20","Escape","control","large",1473.2,1525,1594.104,1935.48,2286,2712.72,3261.36,3261.36,11.176,12,12,17,18,22,25,25
"256",14,22,"LCOR-266","LC-102 4B","4B","LC-102","transgenic","large",1397,1397,1405.128,1691.64,1691.64,2529.84,3246.12,3383.28,11.938,12,13,15,15,20,24,25
"257",1,23,"LCOR-485","LC-102 1C","1C","LC-102","transgenic","large",1600.2,1708,1783.08,2087.88,2468.88,2910.84,3733.8,3749.04,11.43,12,12,16,18,21,27,30
"258",2,23,"LCOR-398","LC-102 1C","1C","LC-102","transgenic","large",1244.6,1311.5,1347.216,1524,1752.6,2042.16,3002.28,3002.28,9.398,10,10,12,13,15,19,20
"259",3,23,"LCOR-171","LC-102 1C","1C","LC-102","transgenic","large",838.2,884.5,884.5,1036.32,1356.36,1706.88,2514.6,2590.8,5.588,5.588,6,8,9,11,16,16
"260",4,23,"LCOR-422","LC-102 4B","4B","LC-102","transgenic","large",1308.1,1403,1417.32,1691.64,2057.4,2529.84,3291.84,3383.28,11.176,11.176,11.176,14.5,15.5,17,22,23
"261",5,23,"LCOR-319","LC-102 16-20","16-20","Escape","control","large",1193.8,1250.5,1255.776,1435.608,1706.88,2057.4,2727.96,2804.16,7.62,8,8,11,13,13,16.5,17
"262",6,23,"LCOR-106","LC-102 16-20","16-20","Escape","control","large",1117.6,1250.5,1250.5,1798.32,1828.8,2209.8,2910.84,2987.04,8.636,10,10,13.5,15,17,22,23
"263",7,23,"LCOR-445","LC-102 1","1","LC-102","transgenic","large",1270,1433.5,1496.568,2118.36,2194.56,2621.28,2621.28,3566.16,9.144,11,11,15,17,20,20,25
"264",8,23,"LCOR-401","LC-102 1C","1C","LC-102","transgenic","large",698.5000001,1006.5,1057.656,1371.6,1722.12,2072.64,2773.68,2865.12,4.572,7,8,13,14,15,19,21
"265",9,23,"LCOR-291","LC-102 8-9D","8-9D","Escape","control","large",1155.7,1281,1359.408,1691.64,2042.16,2499.36,3154.68,3200.4,9.144,10,10,13.5,15,17,21,23
"266",10,23,"LCOR-207","CT717 3","CT3","Control","control","large",1219.2,1464,1539.24,1844.04,2286,2788.92,3505.2,3566.16,8.89,10,10,16,18,20,24,24
"267",11,23,"LCOR-090","LC-102 8-9D","8-9D","Escape","control","large",1447.8,1799.5,1831.848,2209.8,2727.96,3322.32,4099.56,4297.68,11.684,13,14,19,24,29,33,33
"268",12,23,"LCOR-015","LC-102 4B","4B","LC-102","transgenic","large",1143,1281,1380.744,1752.6,2270.76,2743.2,3520.44,3520.44,9.398,10,11,14,18,20,23,23
"269",13,23,"LCOR-202","CT717 3","CT3","Control","control","large",1320.8,1525,1572.768,1981.2,2453.64,3017.52,3596.64,3596.64,9.906,11,11,18,21,23,24,26
"270",14,23,"LCOR-290","LC-102 8-9D","8-9D","Escape","control","large",1320.8,1586,1691.64,2087.88,2499.36,3078.48,3925.824,4084.32,9.144,11,11,17,20,23,25.5,28
"271",1,24,"LCOR-489","LC-102 1C","1C","LC-102","transgenic","large",1206.5,1281,1325.88,1676.4,1981.2,2362.2,3017.52,3017.52,9.144,9.144,10,12.5,14,15,20,21
"272",2,24,"LCOR-178","LC-102 1C","1C","LC-102","transgenic","large",1536.7,1616.5,1676.4,1981.2,2346.96,2712.72,3383.28,3474.72,10.16,11,11,15,17,18,21,22
"273",3,24,"LCOR-367","LC-102 5","5","LC-102","transgenic","large",1371.6,1433.5,1447.8,1798.32,2072.64,2468.88,3139.44,3139.44,10.668,10.668,10.668,12.5,14,16,19,21
"274",4,24,"LCOR-608","LC-102 13-15E","13-15E","LC-102","transgenic","large",1371.6,1494.5,1542.288,1859.28,2255.52,2621.28,3261.36,3322.32,11.938,13,13,16.5,18,19,22,23
"275",5,24,"LCOR-229","LC-102 4A","4A","LC-102","transgenic","large",1574.8,1799.5,1834.896,2133.6,2499.36,2880.36,3611.88,3688.08,11.176,13,13,16.5,18,20,24,26
"276",6,24,"LCOR-503","CT717 3","CT3","Control","control","large",1308.1,1311.5,1325.88,1569.72,1874.52,2362.2,2971.8,2987.04,8.89,9,9,12.5,14,15,19,20
"277",7,24,"LCOR-339","CT717 3","CT3","Control","control","large",1625.6,1769,1769,2133.6,2484.12,2910.84,3611.88,3611.88,11.684,13,13,16,18,20,23,24
"278",8,24,"LCOR-348","CT717 3","CT3","Control","control","large",1397,1616.5,1616.5,1950.72,2331.72,2788.92,3352.8,3352.8,9.398,11,11,15.5,18,20,22.5,23
"279",9,24,"LCOR-182","LC-102 1C","1C","LC-102","transgenic","large",1511.3,1555.5,1609.344,1932.432,2194.56,2316.48,3322.32,3413.76,9.906,10,10,14.2,16,17,22,23
"280",10,24,"LCOR-546","LC-102 4A","4A","LC-102","transgenic","large",1676.4,1769,1837.944,2164.08,2499.36,2941.32,3642.36,3657.6,11.684,12,12,16.5,19,20,24,25
"281",11,24,"LCOR-212","LC-102 2H","2H","LC-102","transgenic","large",1625.6,1830,1874.52,2179.32,2499.36,2926.08,3535.68,3535.68,12.446,12.446,13,16.5,19,22,24.5,25
"282",12,24,"LCOR-404","LC-102 1C","1C","LC-102","transgenic","large",1219.2,1403,1496.568,1920.24,2316.48,2788.92,3550.92,3627.12,9.652,11,11,15,17,19,25,26
"283",13,24,"LCOR-084","LC-102 13-15E","13-15E","LC-102","transgenic","large",1739.9,1982.5,2075.688,2438.4,2880.36,3459.48,4175.76,4297.68,12.446,14,14,19.5,22.5,25,29,31
"284",14,24,"LCOR-309","LC-102 16-20","16-20","Escape","control","large",1422.4,1738.5,1798.32,2194.56,2651.76,3154.68,3901.44,3992.88,9.652,12,12,19,22,25,26.5,27
"285",15,24,"LCOR-318","LC-102 16-20","16-20","Escape","control","large",914.4,1189.5,1252.728,1661.16,2057.4,2499.36,3017.52,3108.96,6.096,8,8,14,17,18,21,21
"286",1,25,"LCOR-214","LC-102 2H","2H","LC-102","transgenic","large",1333.5,1525,1539.24,1828.8,2103.12,2438.4,3063.24,3063.24,10.668,11,11,14,16,17,21.5,22
"287",2,25,"LCOR-192","LC-102 13-15B","13-15B","LC-102","transgenic","large",1003.3,1159,1194.816,1517.904,1859.28,2225.04,2865.12,2865.12,8.128,8.128,8.128,11.7,14,15,18,19
"288",3,25,"LCOR-130","LC-102 5","5","LC-102","transgenic","large",1282.7,1311.5,1341.12,1615.44,1965.96,2423.16,3246.12,3383.28,8.128,9,9,11.5,15,16,19.5,22
"289",4,25,"LCOR-606","LC-102 13-15E","13-15E","LC-102","transgenic","large",1206.5,1372.5,1386.84,1688.592,1981.2,2392.68,2956.56,2956.56,9.652,10,10,14,16,18,20.5,22
