"","X","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497","V49","V144","V299","V335","V357","V385","V421","V497","V49_cm","V144_cm","V299_cm","V335_cm","V357_cm","V385_cm","V421_cm","V497_cm","event2"
"436",436,12,52,"LCOR-215","LC-102 2H","2H","LC-102","transgenic","small",584.200001,1057.656,1164.336,1420.368,1676.4,2103.12,2804.16,2804.16,3.3,8,9,11.5,13,15,19.5,20,6361.93801089,67689.984,94311.216,187843.668,283311.6,473202,1066281.84,1121664,6.36193801089,67.689984,94.311216,187.843668,283.3116,473.202,1066.28184,1121.664,"LC-102 2H"
"437",437,13,52,"LCOR-187","LC-102 13-15B","13-15B","LC-102","transgenic","small",711.199999,1063.752,1243.584,1572.768,1996.44,2560.32,3200.4,3200.4,4.1,8,9,13,15,18,22,22,11955.27198319,68080.128,100730.304,265797.792,449199,829543.68,1548993.6,1548993.6,11.95527198319,68.080128,100.730304,265.797792,449.199,829.54368,1548.9936,1548.9936,"LC-102 13-15B"
"438",438,15,52,"LCOR-576","LC-102 5A","5A","LC-102","transgenic","small",381,719.328,807.72,1011.936,1325.88,1767.84,2362.2,2377.44,2.3,5,6,9,10,13,16,16,2015.49,17983.2,29077.92,81966.816,132588,298764.96,604723.2,608624.64,2.01549,17.9832,29.07792,81.966816,132.588,298.76496,604.7232,608.62464,"LC-102 5A"
"439",439,3,53,"LCOR-288","LC-102 8-9D","8-9D","Escape","control","small",723.9,1252.728,1356.36,1731.264,2103.12,2529.84,2880.36,2880.36,3.9,9,10,15,18,20,22,22,11010.519,101470.968,135636,389534.4,681410.88,1011936,1394094.24,1394094.24,11.010519,101.470968,135.636,389.5344,681.41088,1011.936,1394.09424,1394.09424,"escape"
"440",440,4,53,"LCOR-407","LC-102 8-9D","8-9D","Escape","control","small",571.5,798.576,1170.432,1170.432,1280.16,1569.72,2072.64,2103.12,2.8,5,6,9,10,12,15,15,4480.56,19964.4,42135.552,94804.992,128016,226039.68,466344,473202,4.48056,19.9644,42.135552,94.804992,128.016,226.03968,466.344,473.202,"escape"
"441",441,5,53,"LCOR-580","LC-102 5A","5A","LC-102","transgenic","small",698.500001,950.976,1039.368,1249.68,1478.28,1828.8,2240.28,2255.52,3.4,6,8,10,10,12,14.5,15,8074.66001156,34235.136,66519.552,124968,147828,263347.2,471018.87,507492,8.07466001156,34.235136,66.519552,124.968,147.828,263.3472,471.01887,507.492,"LC-102 5A"
"442",442,6,53,"LCOR-566","LC-102 5C","5C","LC-102","transgenic","small",762,1143,1240.536,1524,1813.56,2164.08,2529.84,2529.84,3.9,7,8,11.5,12.5,14,17,17,11590.02,56007,79394.304,201549,283368.75,424159.68,731123.76,731123.76,11.59002,56.007,79.394304,201.549,283.36875,424.15968,731.12376,731.12376,"LC-102 5C"
"443",443,7,53,"LCOR-097","LC-102 8-9D","8-9D","Escape","control","small",482.599999,789.432,908.304,1112.52,1402.08,1767.84,2255.52,2255.52,2,5,6,9,10,11,14,15,1930.399996,19735.8,32698.944,90114.12,140208,213908.64,442081.92,507492,1.930399996,19.7358,32.698944,90.11412,140.208,213.90864,442.08192,507.492,"escape"
"444",444,10,53,"LCOR-451","LC-102 2H","2H","LC-102","transgenic","small",533.4,1197.864,1283.208,1618.488,1905,2301.24,2606.04,2621.28,4.2,8,9,13.5,15,16,18,19,9409.176,76663.296,103939.848,294969.438,428625,589117.44,844356.96,946282.08,9.409176,76.663296,103.939848,294.969438,428.625,589.11744,844.35696,946.28208,"LC-102 2H"
"445",445,13,53,"LCOR-050","LC-102 1","1","LC-102","transgenic","small",342.9,734.568,795.528,1005.84,1234.44,1356.36,2011.68,2011.68,1.9,5,7,9,9,10,12,12,1237.869,18364.2,38980.872,81473.04,99989.64,135636,289681.92,289681.92,1.237869,18.3642,38.980872,81.47304,99.98964,135.636,289.68192,289.68192,"LC-102 1"
"446",446,14,53,"LCOR-444","LC-102 1","1","LC-102","transgenic","small",482.599999,996.696,1097.28,1344.168,1554.48,1767.84,2087.88,2087.88,2.5,7,8,10,11,12,14,14,3016.24999375,48838.104,70225.92,134416.8,188092.08,254568.96,409224.48,409224.48,3.01624999375,48.838104,70.22592,134.4168,188.09208,254.56896,409.22448,409.22448,"LC-102 1"
"447",447,3,54,"LCOR-038","LC-102 5C","5C","LC-102","transgenic","small",355.600001,783.336,877.824,1097.28,1356.36,1676.4,2255.52,2255.52,4.1,8,8,8.5,10,12,17.5,17.5,5977.63601681,50133.504,56180.736,79278.48,135636,241401.6,690753,690753,5.97763601681,50.133504,56.180736,79.27848,135.636,241.4016,690.753,690.753,"LC-102 5C"
