row,column,ID,Leaf 1,Leaf 2,Leaf 3,avg_mass,
15,47,LCOR-426,,,,#DIV/0!,
16,47,LCOR-1068,,,,#DIV/0!,border tree
1,48,LCOR-1083,,,,#DIV/0!,border tree
2,48,LCOR-113,,,,#DIV/0!,
3,48,LCOR-505,,,,#DIV/0!,
4,48,LCOR-153,,,,#DIV/0!,
5,48,LCOR-336,,,,#DIV/0!,
6,48,LCOR-412,,,,#DIV/0!,
7,48,LCOR-509,,,,#DIV/0!,
8,48,LCOR-549,,,,#DIV/0!,
9,48,LCOR-466,,,,#DIV/0!,
10,48,LCOR-547,,,,#DIV/0!,
11,48,LCOR-598,,,,#DIV/0!,
12,48,LCOR-464,,,,#DIV/0!,
13,48,LCOR-555,,,,#DIV/0!,
14,48,LCOR-189,,,,#DIV/0!,
15,48,LCOR-447,,,,#DIV/0!,
16,48,LCOR-1170,,,,#DIV/0!,border tree
1,49,LCOR-1113,,,,#DIV/0!,border tree
2,49,LCOR-1172,,,,#DIV/0!,border tree
3,49,LCOR-270,,,,#DIV/0!,
4,49,LCOR-114,,,,#DIV/0!,
5,49,LCOR-591,,,,#DIV/0!,
6,49,LCOR-029,,,,#DIV/0!,
7,49,LCOR-056,,,,#DIV/0!,
8,49,LCOR-578,,,,#DIV/0!,
9,49,LCOR-586,,,,#DIV/0!,
10,49,LCOR-531,,,,#DIV/0!,
11,49,LCOR-477,,,,#DIV/0!,
12,49,LCOR-460,,,,#DIV/0!,
13,49,LCOR-615,,,,#DIV/0!,
14,49,LCOR-602,,,,#DIV/0!,
15,49,LCOR-456,,,,#DIV/0!,
16,49,LCOR-1174,,,,#DIV/0!,border tree
1,50,LCOR-1126,,,,#DIV/0!,border tree
2,50,LCOR-500,,,,#DIV/0!,
3,50,LCOR-119,,,,#DIV/0!,
4,50,LCOR-375,,,insects,#DIV/0!,
5,50,LCOR-208,,,,#DIV/0!,
6,50,LCOR-457,,,,#DIV/0!,
7,50,LCOR-440,,,,#DIV/0!,
8,50,LCOR-501,,,,#DIV/0!,
9,50,LCOR-118,,,,#DIV/0!,
10,50,LCOR-262,,,,#DIV/0!,
11,50,LCOR-172,,,,#DIV/0!,
12,50,LCOR-081,,,,#DIV/0!,
13,50,LCOR-210,,,,#DIV/0!,
14,50,LCOR-417,,,,#DIV/0!,
15,50,LCOR-390,,,,#DIV/0!,
16,50,LCOR-1196,,,,#DIV/0!,border tree
1,51,LCOR-1019,,,,#DIV/0!,border tree
2,51,LCOR-1256,,,,#DIV/0!,border tree
3,51,LCOR-1167,,,,#DIV/0!,border tree
4,51,LCOR-219,,,,#DIV/0!,
5,51,LCOR-532,,,,#DIV/0!,
6,51,LCOR-431,,,,#DIV/0!,
7,51,LCOR-479,,,,#DIV/0!,
8,51,LCOR-1030,,,,#DIV/0!,border tree
9,51,LCOR-108,,,,#DIV/0!,
10,51,LCOR-312,,,,#DIV/0!,
11,51,LCOR-225,,,,#DIV/0!,
12,51,LCOR-329,,,,#DIV/0!,
13,51,LCOR-478,,,,#DIV/0!,
14,51,LCOR-567,,,,#DIV/0!,
15,51,LCOR-413,,,,#DIV/0!,
16,51,LCOR-1205,,,,#DIV/0!,border tree
1,52,LCOR-1041,,,,#DIV/0!,border tree
2,52,LCOR-1218,,,,#DIV/0!,border tree
3,52,LCOR-389,,,,#DIV/0!,
4,52,LCOR-246,,,,#DIV/0!,
5,52,LCOR-1050,,,,#DIV/0!,border tree
6,52,LCOR-430,,,,#DIV/0!,
7,52,LCOR-465,,,,#DIV/0!,
8,52,LCOR-1117,,,,#DIV/0!,border tree
9,52,LCOR-183,,,,#DIV/0!,
10,52,LCOR-1096,,,,#DIV/0!,border tree
11,52,LCOR-317,,,,#DIV/0!,
12,52,LCOR-215,,,,#DIV/0!,
13,52,LCOR-187,,,,#DIV/0!,
14,52,LCOR-1220,,,,#DIV/0!,border tree
15,52,LCOR-576,,,,#DIV/0!,
16,52,LCOR-1243,,,,#DIV/0!,border tree
1,53,LCOR-1065,,,,#DIV/0!,border tree
2,53,LCOR-1230,,,,#DIV/0!,border tree
3,53,LCOR-288,,,,#DIV/0!,
4,53,LCOR-407,,,,#DIV/0!,
5,53,LCOR-580,,,,#DIV/0!,
6,53,LCOR-566,,,,#DIV/0!,
7,53,LCOR-097,,,,#DIV/0!,
8,53,LCOR-1194,,,,#DIV/0!,border tree
9,53,LCOR-592,,,,#DIV/0!,
10,53,LCOR-451,,,,#DIV/0!,
11,53,LCOR-597,,,,#DIV/0!,
12,53,LCOR-1031,,,,#DIV/0!,border tree
13,53,LCOR-050,,,,#DIV/0!,
14,53,LCOR-444,,,,#DIV/0!,
15,53,LCOR-1032,,,,#DIV/0!,border tree
16,53,LCOR-1208,,,,#DIV/0!,border tree
1,54,LCOR-1074,,,,#DIV/0!,border tree
2,54,LCOR-590,,,,#DIV/0!,
3,54,LCOR-038,,,,#DIV/0!,
4,54,LCOR-1038,,,,#DIV/0!,border tree
5,54,LCOR-205,,,,#DIV/0!,
6,54,LCOR-1138,,,,#DIV/0!,border tree
7,54,LCOR-1252,,,,#DIV/0!,border tree
8,54,LCOR-1182,,,,#DIV/0!,border tree
9,54,LCOR-1107,,,,#DIV/0!,border tree
10,54,LCOR-1123,,,,#DIV/0!,border tree
11,54,LCOR-1133,,,,#DIV/0!,border tree
12,54,LCOR-1179,,,,#DIV/0!,border tree
13,54,LCOR-1190,,,,#DIV/0!,border tree
14,54,LCOR-1013,,,,#DIV/0!,border tree
15,54,LCOR-1251,,,,#DIV/0!,border tree
16,54,LCOR-1045,,,,#DIV/0!,border tree
1,55,LCOR-1084,,,,#DIV/0!,border tree
2,55,LCOR-1176,,,,#DIV/0!,border tree
3,55,LCOR-1055,,,,#DIV/0!,border tree
4,55,LCOR-1067,,,,#DIV/0!,border tree
5,55,LCOR-1146,,,,#DIV/0!,border tree
6,55,LCOR-1036,,,,#DIV/0!,border tree
7,55,LCOR-1157,,,,#DIV/0!,border tree
8,55,LCOR-1184,,,,#DIV/0!,border tree
9,55,LCOR-1232,,,,#DIV/0!,border tree
10,55,LCOR-1258,,,,#DIV/0!,border tree
11,55,LCOR-1012,,,,#DIV/0!,border tree
12,55,LCOR-1109,,,,#DIV/0!,border tree
13,55,LCOR-1000,,,,#DIV/0!,border tree
14,55,LCOR-1125,,,,#DIV/0!,border tree
15,55,LCOR-1130,,,,#DIV/0!,border tree
16,55,LCOR-1195,,,,#DIV/0!,border tree
