row,column,ID,DS_1,DS_18,DS_32,DS_55,SPAD_18,SPAD_32,SPAD_55
3,44,LCOR-1245,,,,,,#N/A,
4,44,LCOR-1014,,,,,,#N/A,
5,44,LCOR-1034,,,,,,#N/A,
6,44,LCOR-1118,,,,,,#N/A,
7,44,LCOR-1129,,,,,,#N/A,
8,44,LCOR-1136,,,,,,#N/A,
9,44,LCOR-1151,,,,,,#N/A,
10,44,LCOR-1159,,,,,,#N/A,
11,44,LCOR-1160,,,,,,#N/A,
12,44,LCOR-1193,,,,,,#N/A,
13,44,LCOR-1249,,,,,,#N/A,
14,44,LCOR-1261,,,,,,#N/A,
15,44,LCOR-1237,,,,,,#N/A,
16,44,LCOR-1135,,,,,,#N/A,
1,45,LCOR-1039,,,,,,#N/A,
2,45,LCOR-599,4,4,4,,X,#N/A,
3,45,LCOR-316,2,3,3,1,30.6,#N/A,27.9
4,45,LCOR-100,2,3,3,1,25.8,#N/A,28.3
5,45,LCOR-304,2,2,3,3,30.9,#N/A,32.5
6,45,LCOR-494,1,1,1,2,27,#N/A,23
7,45,LCOR-439,1,1,1,1,28.9,#N/A,27.3
8,45,LCOR-378,0,1,1,1,35.7,#N/A,29.7
9,45,LCOR-595,2,1,1,,31.4,#N/A,
10,45,LCOR-1239,,0,0,,34.6,#N/A,
11,45,LCOR-371,1,0,0,0,34.8,#N/A,36.9
12,45,LCOR-234,0,0,0,0,30.4,#N/A,36
13,45,LCOR-461,1,1,1,1,30,#N/A,33
14,45,LCOR-519,1,1,1,0,28.9,#N/A,38.5
15,45,LCOR-1226,,,,,,#N/A,
16,45,LCOR-1027,,,,,,#N/A,
1,46,LCOR-1042,,,,,,#N/A,
2,46,LCOR-112,4,2,2,3,36.7,#N/A,36.3
3,46,LCOR-190,2,3,3,2,22.5,25.1,24.5
4,46,LCOR-313,1,1,1,1,34,27.3,34.1
5,46,LCOR-446,1,1,1,2,26.2,28.2,23.8
6,46,LCOR-032,0,1,1,1,27.7,25.1,24.1
7,46,LCOR-492,1,1,2,1,34.4,38.6,26.1
8,46,LCOR-311,1,1,2,1,28.9,36.9,21.9
9,46,LCOR-523,1,1,2,2,28.1,28.9,24.3
10,46,LCOR-432,1,1,1,1,30.1,28.2,31
11,46,LCOR-025,0,1,1,1,29.8,34.3,30.9
12,46,LCOR-538,0,0,0,,31.7,30.8,
13,46,LCOR-102,0,0,0,1,28,35.9,32.5
14,46,LCOR-155,1,0,0,0,31.7,29.7,32.6
15,46,LCOR-490,1,1,2,2,26.2,33.7,27.1
16,46,LCOR-1255,,,,,,#N/A,
1,47,LCOR-1079,,,,,,#N/A,
2,47,LCOR-374,1,0,0,1,34,30.6,29.7
3,47,LCOR-521,3,3,3,3,30.5,32.9,26.5
4,47,LCOR-232,1,1,1,1,29.9,32.2,23.4
5,47,LCOR-315,0,0,0,2,27,30.8,28.5
6,47,LCOR-419,0,0,0,1,31.8,29.7,30.3
7,47,LCOR-365,1,1,1,2,30.8,37.8,25.5
8,47,LCOR-480,1,1,1,2,26.4,34,25.3
9,47,LCOR-433,1,1,1,1,28.5,28.8,27.7
10,47,LCOR-453,1,1,1,1,29.6,28,27.9
11,47,LCOR-223,0,0,0,0,40.4,32,39
12,47,LCOR-359*,,X,X,,X,#N/A,
13,47,LCOR-216,1,1,1,1,32.5,40.2,30.9
14,47,LCOR-159,1,1,1,1,31.7,38.9,31.1
15,47,LCOR-426,1,1,1,1,24.4,30,29.4
16,47,LCOR-1068,,,,,,#N/A,
1,48,LCOR-1083,,,,,,#N/A,
2,48,LCOR-113,3,0,0,,35,29.4,
3,48,LCOR-505,0,0,0,0,34.7,38.8,31.7
4,48,LCOR-153,0,0,0,1,32.5,29.8,28.4
5,48,LCOR-336,0,0,0,,31.9,28.6,
6,48,LCOR-412,0,1,1,2,26.9,40.3,23
7,48,LCOR-509,1,1,1,2,25.3,39.6,21.8
8,48,LCOR-549,1,1,1,2,27.9,37.7,28
9,48,LCOR-466,1,1,1,2,30.9,35.5,28.5
10,48,LCOR-547,1,1,1,2,31.6,34.3,24.6
11,48,LCOR-598,1,0,0,,26.5,37.9,
12,48,LCOR-464,0,0,0,1,36.3,31.9,34.8
13,48,LCOR-555,1,0,0,1,31.3,40.4,35.4
14,48,LCOR-189,1,2,2,2,27.8,40.5,26.4
15,48,LCOR-447,4,3,3,2,34,36.9,31.5
16,48,LCOR-1170,,,,,,#N/A,
1,49,LCOR-1113,,,,,,#N/A,
2,49,LCOR-1172,,,,,,#N/A,
3,49,LCOR-270,1,1,2,2,28,37.8,21.7
4,49,LCOR-114,1,2,2,,23.8,39.2,
5,49,LCOR-591,1,1,1,,25.7,31.6,
6,49,LCOR-029,1,1,1,1,30.5,34.4,25.9
7,49,LCOR-056,1,1,1,1,28.5,30.2,26.5
8,49,LCOR-578,1,1,1,1,28.4,30.4,26.9
9,49,LCOR-586,1,1,1,1,27.1,36.2,28.9
10,49,LCOR-531,1,1,1,1,28.7,37.6,29.2
11,49,LCOR-477,1,0,0,1,34,37.2,33.1
12,49,LCOR-460,1,0,0,1,37.1,32.8,32.9
13,49,LCOR-615,1,0,0,1,31.2,33.3,32.9
14,49,LCOR-602,0,1,1,,30.4,39.4,
15,49,LCOR-456,1,1,1,1,32.2,39.4,27
16,49,LCOR-1174,,,,,,#N/A,
1,50,LCOR-1126,,,,,,#N/A,
2,50,LCOR-500,0,1,1,2,27.9,34.9,24.5
3,50,LCOR-119,0,1,1,,24.3,29.5,
4,50,LCOR-375,1,1,1,2,30.8,36.7,24.5
5,50,LCOR-208,1,1,1,1,28.2,31.9,24.2
6,50,LCOR-457,1,1,1,1,26.5,38.5,24.3
7,50,LCOR-440,1,1,1,2,27.9,31.1,25.4
8,50,LCOR-501,1,1,1,2,27.2,37.5,24
9,50,LCOR-118,1,1,1,,23.5,37.5,
10,50,LCOR-262,1,1,1,1,28.3,29.2,25.4
11,50,LCOR-172,4,5,5,5,X,#N/A,NA
12,50,LCOR-081,1,1,1,0,31.6,37.2,29.9
13,50,LCOR-210,1,1,1,1,31.5,37.4,29.3
14,50,LCOR-417,1,1,1,0,32.7,34.3,31.3
15,50,LCOR-390,1,1,1,1,28,31.7,28.1
16,50,LCOR-1196,,,,,,#N/A,
1,51,LCOR-1019,,,,,,#N/A,
2,51,LCOR-1256,,,,,,#N/A,
3,51,LCOR-1167,,,,,,#N/A,
4,51,LCOR-219,3,4,5,5,X,#N/A,NA
5,51,LCOR-532,0,1,1,1,28.6,36.5,25.7
6,51,LCOR-431,1,1,1,1,25.5,32.2,25.3
7,51,LCOR-479,0,1,1,1,26.4,33.8,27.4
8,51,LCOR-1030,,,,,36,#N/A,
9,51,LCOR-108,1,1,1,1,28,39.8,28.9
10,51,LCOR-312,1,1,1,2,26.9,37.8,24.8
11,51,LCOR-225,1,1,1,2,29,29,29.7
12,51,LCOR-329,1,0,0,,29.6,31.6,
13,51,LCOR-478,1,0,0,0,33.3,29.3,35.6
14,51,LCOR-567,2,1,1,1,31.2,40.9,32.8
15,51,LCOR-413,1,0,0,0,32,32,37.5
16,51,LCOR-1205,,,,,,#N/A,
1,52,LCOR-1041,,,,,,#N/A,
2,52,LCOR-1218,,,,,,#N/A,
3,52,LCOR-389,1,1,1,1,28.2,39.5,28.4
4,52,LCOR-246,1,1,1,2,28.2,28,25.8
5,52,LCOR-1050,,,,,,#N/A,
6,52,LCOR-430,1,1,1,1,26.8,30.4,23
7,52,LCOR-465,1,1,1,1,27.7,35.5,24.4
8,52,LCOR-1117,,,,,,#N/A,
9,52,LCOR-183,1,1,1,2,25.1,37.7,23.5
10,52,LCOR-1096,,,,,,#N/A,
11,52,LCOR-317,3,0,0,,38.1,28.3,
12,52,LCOR-215,1,0,0,0,33.4,33.6,34.1
13,52,LCOR-187,1,0,0,0,34.6,35.2,33.1
14,52,LCOR-1220,,,,,,#N/A,
15,52,LCOR-576,2,0,0,1,34.3,32.9,32
16,52,LCOR-1243,,,,,,#N/A,
1,53,LCOR-1065,,,,,,#N/A,
2,53,LCOR-1230,,,,,,#N/A,
3,53,LCOR-288,3,3,3,2,39.1,35,28.4
4,53,LCOR-407,1,1,1,1,37.6,35.4,24.5
5,53,LCOR-580,1,1,1,1,29.4,28.4,26.2
6,53,LCOR-566,1,1,1,2,33.8,36.2,26.6
7,53,LCOR-097,1,1,1,2,35.2,38.8,21.8
8,53,LCOR-1194,,,,,,#N/A,
9,53,LCOR-592,1,1,1,,33.8,39,
10,53,LCOR-451,1,0,1,1,35.4,30.2,23.9
11,53,LCOR-597,1,1,1,,31.2,34.6,
12,53,LCOR-1031,,,,,33.7,#N/A,
13,53,LCOR-050,1,1,1,2,32.5,34.3,24.9
14,53,LCOR-444,1,1,1,1,27.4,36.2,32.7
15,53,LCOR-1032,,,,,,#N/A,
16,53,LCOR-1208,,,,,,#N/A,
1,54,LCOR-1074,,,,,,#N/A,
2,54,LCOR-590,1,1,1,,Missing measurement,#N/A,
3,54,LCOR-038,1,1,1,1,Missing measurement,#N/A,28.6
4,54,LCOR-1038,,,,,,#N/A,
5,54,LCOR-205,1,3,3,,Missing measurement,#N/A,
6,54,LCOR-1138,,,,,,#N/A,
7,54,LCOR-1252,,,,,,#N/A,
8,54,LCOR-1182,,,,,,#N/A,
9,54,LCOR-1107,,,,,,#N/A,
10,54,LCOR-1123,,,,,,#N/A,
11,54,LCOR-1133,,,,,,#N/A,
12,54,LCOR-1179,,,,,,#N/A,
13,54,LCOR-1190,,,,,,#N/A,
14,54,LCOR-1013,,,,,,#N/A,
15,54,LCOR-1251,,,,,,#N/A,
16,54,LCOR-1045,,,,,,#N/A,
1,55,LCOR-1084,,,,,,#N/A,
2,55,LCOR-1176,,,,,,#N/A,
3,55,LCOR-1055,,,,,,#N/A,
4,55,LCOR-1067,,,,,,#N/A,
5,55,LCOR-1146,,,,,,#N/A,
6,55,LCOR-1036,,,,,,#N/A,
7,55,LCOR-1157,,,,,,#N/A,
8,55,LCOR-1184,,,,,,#N/A,
9,55,LCOR-1232,,,,,,#N/A,
10,55,LCOR-1258,,,,,,#N/A,
11,55,LCOR-1012,,,,,,#N/A,
12,55,LCOR-1109,,,,,,#N/A,
13,55,LCOR-1000,,,,,,#N/A,
14,55,LCOR-1125,,,,,,#N/A,
15,55,LCOR-1130,,,,,,#N/A,
16,55,LCOR-1195,,,,,,#N/A,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
