row,column,ID,event,event_short,construct,construct2,block,H32,H144,D144,V144,R144,H298,D298,V298,R298,H334,D334,V334,R334,H356,D356,V356,R356,H384,D384,V384,R384,H419,D419,V419,R419,Aug_SPAD
5,10,LCOR-010,LC-102 4A,4A,LC-102,transgenic,large,1168.4,1342,10,134200,134.2,1423.416,10,142341.6,142.3416,1740.408,13,294128.952,133.8775385,2286,17,660654,134.4705882,2621.28,19,946282.08,137.9621053,3505.2,23,1854250.8,152.4,45.83333333
6,10,LCOR-292,LC-102 8-9D,8-9D,Escape,control,large,1219.2,1433.5,9,116113.5,159.2777778,1478.28,10,147828,147.828,1804.416,13,304946.304,138.8012308,2164.08,17,625419.12,127.2988235,2636.52,19,951783.72,138.7642105,3383.28,22,1637507.52,153.7854545,39.43333333
7,10,LCOR-420,LC-102 8-9D,8-9D,Escape,control,large,1346.2,1616.5,11,195596.5,146.9545455,1676.4,11,202844.4,152.4,2008.632,15.5,482573.838,129.5891613,2438.4,20,975360,121.92,2987.04,22,1445727.36,135.7745455,3794.76,26,2565257.76,145.9523077,35.23333333
8,10,LCOR-157,LC-102 5A,5A,LC-102,transgenic,large,1600.2,1708,11,206668,155.2727273,1770.888,13,299280.072,136.2221538,1950.72,13,329671.68,150.0553846,2331.72,17,673867.08,137.16,2926.08,20,1170432,146.304,3779.52,26.5,2654167.92,142.6233962,32.36666667
10,10,LCOR-263,LC-102 4B,4B,LC-102,transgenic,large,1574.8,1769,12,254736,147.4166667,1767.84,12,254568.96,147.32,2109.216,16,539959.296,131.826,2468.88,19,891265.68,129.9410526,2910.84,21,1283680.44,138.6114286,3749.04,26,2534351.04,144.1938462,37.8
11,10,LCOR-018,LC-102 4B,4B,LC-102,transgenic,large,1295.4,1647,12,237168,137.25,1709.928,13,288977.832,131.5329231,2103.12,12,302849.28,175.26,2575.56,21,1135821.96,122.6457143,3108.96,23,1644639.84,135.1721739,3931.92,27,2866369.68,145.6266667,36.63333333
12,10,LCOR-286,LC-102 8-9D,8-9D,Escape,control,large,1346.2,1433.5,11,173453.5,130.3181818,1466.088,10,146608.8,146.6088,1770.888,12.2,263578.9699,145.1547541,2225.04,16,569610.24,139.065,2682.24,17,775167.36,157.7788235,3383.28,21,1492026.48,161.1085714,40.63333333
13,10,LCOR-133,LC-102 5,5,LC-102,transgenic,large,939.7999999,915,6,32940,152.5,981.456,7,48091.344,140.208,1347.216,10.5,148530.564,128.3062857,1737.36,13,293613.84,133.6430769,2194.56,14,430133.76,156.7542857,2773.68,18,898672.32,154.0933333,38.56666667
14,10,LCOR-039,LC-102 5C,5C,LC-102,transgenic,large,1295.4,1342,9,108702,149.1111111,1356.36,10,135636,135.636,1615.44,12.6,256467.2544,128.2095238,1950.72,16,499384.32,121.92,2453.64,18,794979.36,136.3133333,3276.6,24,1887321.6,136.525,36.66666667
15,10,LCOR-203,CT717 3,CT3,Control,control,large,1219.2,1281,9,103761,142.3333333,1353.312,9,109618.272,150.368,1652.016,13,279190.704,127.0781538,2087.88,17,603397.32,122.8164706,2621.28,19,946282.08,137.9621053,3383.28,22.5,1712785.5,150.368,37.5
2,11,LCOR-164,LC-102 5A,5A,LC-102,transgenic,large,1320.8,1372.5,10,137250,137.25,1435.608,9,116284.248,159.512,1652.016,14,323795.136,118.0011429,2164.08,17,625419.12,127.2988235,2514.6,19,907770.6,132.3473684,3535.68,24,2036551.68,147.32,42.73333333
3,11,LCOR-529,LC-102 5,5,LC-102,transgenic,large,1498.6,1769,11,214049,160.8181818,1798.32,12,258958.08,149.86,2075.688,16,531376.128,129.7305,2438.4,19,880262.4,128.3368421,2941.32,21,1297122.12,140.0628571,3718.56,24,2141890.56,154.94,35.63333333
4,11,LCOR-386,LC-102 7,7,LC-102,transgenic,large,1231.9,1372.5,9,111172.5,152.5,1417.32,9,114802.92,157.48,1737.36,13,293613.84,133.6430769,2133.6,16,546201.6,133.35,2727.96,18,883859.04,151.5533333,3520.44,23,1862312.76,153.0626087,37.4
5,11,LCOR-028,LC-102 4B,4B,LC-102,transgenic,large,1244.6,1433.5,10,143350,143.35,1496.568,10,149656.8,149.6568,1780.032,14,348886.272,127.1451429,2072.64,17,598992.96,121.92,2468.88,19,891265.68,129.9410526,3246.12,18.5,1110984.57,175.4659459,40.06666667
6,11,LCOR-527,LC-102 5,5,LC-102,transgenic,large,1625.6,1982.5,13,335042.5,152.5,2045.208,13,345640.152,157.3236923,2112.264,19,762527.304,111.1717895,2910.84,24,1676643.84,121.285,3535.68,27,2577510.72,130.9511111,4297.68,30,3867912,143.256,32.13333333
8,11,LCOR-150,LC-102 7,7,LC-102,transgenic,large,1422.4,1647,10,164700,164.7,1709.928,11,206901.288,155.448,2042.16,15,459486,136.144,2529.84,19,913272.24,133.1494737,3017.52,21,1330726.32,143.6914286,3901.44,25,2438400,156.0576,41.66666667
9,11,LCOR-233,LC-102 4A,4A,LC-102,transgenic,large,1219.2,1433.5,11,173453.5,130.3181818,1478.28,11,178871.88,134.3890909,1844.04,15.1,420459.5604,122.1218543,2194.56,17,634227.84,129.0917647,2773.68,21,1223192.88,132.08,3520.44,26,2379817.44,135.4015385,42.26666667
10,11,LCOR-161,LC-102 5A,5A,LC-102,transgenic,large,1270,1296.25,8,82960,162.03125,1338.072,8,85636.608,167.259,1597.152,12.1,233839.0243,131.9960331,1981.2,14,388315.2,141.5142857,2545.08,16,651540.48,159.0675,3352.8,20,1341120,167.64,41.9
11,11,LCOR-019,LC-102 4B,4B,LC-102,transgenic,large,762,793,7,38857,113.2857143,856.488,7,41967.912,122.3554286,1136.904,9.2,96227.55456,123.5765217,1508.76,12,217261.44,125.73,1965.96,13,332247.24,151.2276923,2804.16,18,908547.84,155.7866667,43.8
12,11,LCOR-360,LC-102 1,1,LC-102,transgenic,large,1193.8,1387.75,10,138775,138.775,1444.752,10,144475.2,144.4752,1749.552,14,342912.192,124.968,2179.32,18,706099.68,121.0733333,2667,20,1066800,133.35,3413.76,24,1966325.76,142.24,41.46666667
13,11,LCOR-289,LC-102 8-9D,8-9D,Escape,control,large,1447.8,1525,11,184525,138.6363636,1584.96,10,158496,158.496,1828.8,14,358444.8,130.6285714,2164.08,18,701161.92,120.2266667,2560.32,19,924275.52,134.7536842,3230.88,23,1709135.52,140.4730435,41.56666667
14,11,LCOR-040,LC-102 5C,5C,LC-102,transgenic,large,1016,1037,8,66368,129.625,1100.328,8,70420.992,137.541,1322.832,10.1,134942.0923,130.9734653,1645.92,11,199156.32,149.6290909,2026.92,10.3,215035.9428,196.7883495,2788.92,17,805997.88,164.0541176,40.06666667
2,12,LCOR-180,LC-102 1C,1C,LC-102,transgenic,large,1295.4,1372.5,9,111172.5,152.5,1435.608,9,116284.248,159.512,1712.976,13,289492.944,131.7673846,2164.08,16,554004.48,135.255,2590.8,19,935278.8,136.3578947,3398.52,24,1957547.52,141.605,44.2
3,12,LCOR-403,LC-102 1C,1C,LC-102,transgenic,large,1358.9,1494.5,10,149450,149.45,1572.768,11,190304.928,142.9789091,1618.488,15,364159.8,107.8992,2407.92,19,869259.12,126.7326316,2926.08,22,1416222.72,133.0036364,3380.232,24,1947013.632,140.843,35.03333333
4,12,LCOR-364,LC-102 1,1,LC-102,transgenic,large,1003.3,1250.5,9,101290.5,138.9444444,1304.544,9,105668.064,144.9493333,1682.496,13.1,288733.1386,128.4348092,2179.32,18,706099.68,121.0733333,2727.96,19,984793.56,143.5768421,3474.72,24,2001438.72,144.78,37.1
5,12,LCOR-277,LC-102 5C,5C,LC-102,transgenic,large,1219.2,1647,12,237168,137.25,1706.88,12,245790.72,142.24,2106.168,17,608682.552,123.8922353,2621.28,23,1386657.12,113.9686957,3230.88,25,2019300,129.2352,3840.48,28,3010936.32,137.16,30.5
7,12,LCOR-111,LC-102 16-20,16-20,Escape,control,large,1473.2,1738.5,12,250344,144.875,1780.032,12,256324.608,148.336,2103.12,16.5,572574.42,127.4618182,2499.36,20,999744,124.968,3002.28,23,1588206.12,130.533913,3688.08,26,2493142.08,141.8492308,39.4
8,12,LCOR-303,LC-102 13-15E,13-15E,LC-102,transgenic,large,1511.3,1555.5,11,188215.5,141.4090909,1603.248,11,193993.008,145.7498182,1892.808,13.5,344964.258,140.208,2286,17,660654,134.4705882,2743.2,18,888796.8,152.4,3444.24,22,1667012.16,156.5563636,40.96666667
9,12,LCOR-588,LC-102 5A,5A,LC-102,transgenic,large,1358.9,1448.75,9,117348.75,160.9722222,1496.568,9,121222.008,166.2853333,1804.416,13.1,309655.8298,137.7416794,2255.52,16,577413.12,140.97,2697.48,18,873983.52,149.86,3307.08,20,1322832,165.354,39.6
10,12,LCOR-561,LC-102 5C,5C,LC-102,transgenic,large,1447.8,1616.5,11,195596.5,146.9545455,1630.68,11,197312.28,148.2436364,1932.432,15,434797.2,128.8288,2331.72,18,755477.28,129.54,2880.36,20,1152144,144.018,3657.6,23,1934870.4,159.026087,40.36666667
11,12,LCOR-035,LC-102 5C,5C,LC-102,transgenic,large,1384.3,1738.5,11,210358.5,158.0454545,1792.224,12,258080.256,149.352,2084.832,16,533716.992,130.302,2423.16,19,874760.76,127.5347368,2941.32,21,1297122.12,140.0628571,3596.64,24,2071664.64,149.86,34.86666667
12,12,LCOR-241,LC-102 5A,5A,LC-102,transgenic,large,1384.3,1525,10,152500,152.5,1508.76,10,150876,150.876,2042.16,14.5,429364.14,140.8386207,2286,18,740664,127,2834.64,21,1250076.24,134.9828571,3566.16,24,2054108.16,148.59,37.8
13,12,LCOR-218,LC-102 2H,2H,LC-102,transgenic,large,1524,1189.5,13,201025.5,91.5,1246.632,13,210680.808,95.89476923,1716.024,16,439302.144,107.2515,2133.6,20,853440,106.68,2667,22,1290828,121.2272727,3291.84,23.5,1817918.64,140.0782979,39.53333333
14,12,LCOR-002,LC-102 4A,4A,LC-102,transgenic,large,711.1999999,793,6,28548,132.1666667,847.344,6,30504.384,141.224,1136.904,9,92089.224,126.3226667,1478.28,12,212872.32,123.19,1767.84,12,254568.96,147.32,2407.92,15,541782,160.528,36.46666667
15,12,LCOR-026,LC-102 4B,4B,LC-102,transgenic,large,1371.6,1647,11,199287,149.7272727,1761.744,12,253691.136,146.812,2112.264,16,540739.584,132.0165,2560.32,20,1024128,128.016,3124.2,23,1652701.8,135.8347826,3779.52,25,2362200,151.1808,34.9
2,13,LCOR-066,LC-102 2H,2H,LC-102,transgenic,large,1041.4,1250.5,8,80032,156.3125,1353.312,9,109618.272,150.368,1627.632,11,196943.472,147.9665455,1981.2,14,388315.2,141.5142857,2316.48,16,593018.88,144.78,2941.32,18,952987.68,163.4066667,35.8
3,13,LCOR-423,LC-102 4B,4B,LC-102,transgenic,large,1219.2,1296.25,9,104996.25,144.0277778,1478.28,11,178871.88,134.3890909,1627.632,12,234379.008,135.636,2087.88,16,534497.28,130.4925,2545.08,17,735528.12,149.7105882,3108.96,19,1122334.56,163.6294737,40.2
4,13,LCOR-200,CT717 3,CT3,Control,control,large,1320.8,1418.25,10,141825,141.825,1551.432,10,155143.2,155.1432,1828.8,14,358444.8,130.6285714,2255.52,18,730788.48,125.3066667,2819.4,19,1017803.4,148.3894737,3474.72,23,1838126.88,151.0747826,39.26666667
6,13,LCOR-137,LC-102 5,5,LC-102,transgenic,large,1270,1494.5,10,149450,149.45,1725.168,12,248424.192,143.764,1828.8,13.5,333298.8,135.4666667,2148.84,16,550103.04,134.3025,2651.76,17,766358.64,155.9858824,3444.24,22,1667012.16,156.5563636,40.86666667
7,13,LCOR-338,CT717 3,CT3,Control,control,large,1409.7,1662.25,12,239364,138.5208333,1161.288,10,116128.8,116.1288,2023.872,15.5,486235.248,130.5723871,2438.4,20,975360,121.92,2910.84,24,1676643.84,121.285,3581.4,27,2610840.6,132.6444444,38.53333333
8,13,LCOR-544,LC-102 4A,4A,LC-102,transgenic,large,1041.4,1128.5,8,72224,141.0625,1770.888,12,255007.872,147.574,1432.56,11,173339.76,130.2327273,1737.36,15,390906,115.824,2133.6,15,480060,142.24,2941.32,19,1061816.52,154.8063158,41.4
9,13,LCOR-320,LC-102 16-20,16-20,Escape,control,large,1524,1753.75,12,252540,146.1458333,1648.968,13,278675.592,126.8436923,2112.264,16,540739.584,132.0165,2468.88,20,987552,123.444,2987.04,22,1445727.36,135.7745455,3596.64,25,2247900,143.8656,35.83333333
10,13,LCOR-077,LC-102 13-15E,13-15E,LC-102,transgenic,large,1270,1555.5,12,223992,129.625,1438.656,12,207166.464,119.888,1987.296,16.5,541041.336,120.4421818,2453.64,20,981456,122.682,3063.24,23,1620453.96,133.1843478,3901.44,27,2844149.76,144.4977778,33.16666667
12,13,LCOR-088,LC-102 8-9D,8-9D,Escape,control,large,1206.5,1372.5,11,166072.5,124.7727273,1834.896,12,264225.024,152.908,1746.504,14,342314.784,124.7502857,2194.56,17,634227.84,129.0917647,2682.24,19,968288.64,141.1705263,3520.44,22,1703892.96,160.02,41.93333333
13,13,LCOR-030,LC-102 5C,5C,LC-102,transgenic,large,1587.5,1799.5,12,259128,149.9583333,1402.08,9,113568.48,155.7866667,2225.04,15,500634,148.336,2621.28,20,1048512,131.064,3154.68,23,1668825.72,137.16,3520.44,26,2379817.44,135.4015385,35.03333333
14,13,LCOR-156,LC-102 5A,5A,LC-102,transgenic,large,1346.2,1342,9,108702,149.1111111,1463.04,9,118506.24,162.56,1432.56,12,206288.64,119.38,2026.92,15,456057,135.128,2575.56,17,744336.84,151.5035294,3474.72,23,1838126.88,151.0747826,38
15,13,LCOR-051,LC-102 1,1,LC-102,transgenic,large,1155.7,1403,9,113643,155.8888889,1530.096,10,153009.6,153.0096,1746.504,13,295159.176,134.3464615,2103.12,15,473202,140.208,2514.6,17,726719.4,147.9176471,3261.36,21,1438259.76,155.3028571,47.03333333
2,14,LCOR-060,LC-102 2H,2H,LC-102,transgenic,large,1295.4,1342,9,108702,149.1111111,1368.552,9,110852.712,152.0613333,1624.584,12.1,237855.3434,134.2631405,1981.2,14,388315.2,141.5142857,2423.16,16,620328.96,151.4475,3017.52,19.5,1147411.98,154.7446154,43.7
3,14,LCOR-604,LC-102 13-15E,13-15E,LC-102,transgenic,large,1536.7,1860.5,12,267912,155.0416667,1908.048,13,322460.112,146.7729231,2258.568,19,815343.048,118.872,2743.2,23,1451152.8,119.2695652,3322.32,26,2245888.32,127.7815385,4145.28,30,3730752,138.176,33.8
4,14,LCOR-368,LC-102 5,5,LC-102,transgenic,large,1104.9,1128.5,6,40626,188.0833333,1146.048,7,56156.352,163.7211429,1469.136,10.5,161972.244,139.9177143,1889.76,12.5,295275,151.1808,2423.16,16,620328.96,151.4475,3596.64,20,1438656,179.832,41.2
5,14,LCOR-046,LC-102 1,1,LC-102,transgenic,large,1282.7,1464,10,146400,146.4,1508.76,10,150876,150.876,1859.28,13.5,338853.78,137.7244444,2255.52,17,651845.28,132.6776471,2773.68,20,1109472,138.684,3596.64,24,2071664.64,149.86,37.23333333
6,14,LCOR-031,LC-102 5C,5C,LC-102,transgenic,large,1041.4,1189.5,8,76128,148.6875,1258.824,8,80564.736,157.353,1560.576,12,224722.944,130.048,1981.2,14,388315.2,141.5142857,2545.08,17,735528.12,149.7105882,3459.48,23,1830064.92,150.4121739,38.6
7,14,LCOR-347,CT717 3,CT3,Control,control,large,1270,1372.5,11,166072.5,124.7727273,1426.464,11,172602.144,129.6785455,1776.984,14,348288.864,126.9274286,2209.8,17,638632.2,129.9882353,2758.44,19,995796.84,145.1810526,3550.92,23,1878436.68,154.3878261,39.26666667
8,14,LCOR-176,LC-102 1C,1C,LC-102,transgenic,large,1181.1,1403,10,140300,140.3,1417.32,9,114802.92,157.48,1685.544,13,284856.936,129.6572308,2011.68,15,452628,134.112,2453.64,18,794979.36,136.3133333,3169.92,23,1676887.68,137.8226087,47.93333333
9,14,LCOR-269,LC-102 5C,5C,LC-102,transgenic,large,1117.6,1326.75,9,107466.75,147.4166667,1389.888,9,112580.928,154.432,1773.936,13.5,323299.836,131.4026667,2194.56,16,561807.36,137.16,2834.64,20,1133856,141.732,3794.76,25,2371725,151.7904,33.83333333
10,14,LCOR-147,LC-102 7,7,LC-102,transgenic,large,1397,1509.75,10,150975,150.975,1530.096,10,153009.6,153.0096,2017.776,15.5,484770.684,130.1790968,2316.48,19,836249.28,121.92,2834.64,21,1250076.24,134.9828571,3688.08,26,2493142.08,141.8492308,42.1
11,14,LCOR-257,LC-102 4B,4B,LC-102,transgenic,large,1460.5,1555.5,11,188215.5,141.4090909,1621.536,11,196205.856,147.4123636,1953.768,15,439597.8,130.2512,2407.92,18,780166.08,133.7733333,2941.32,22,1423598.88,133.6963636,3825.24,24.5,2296100.31,156.1322449,35.8
12,14,LCOR-256,LC-102 4B,4B,LC-102,transgenic,large,1524,1647,11,199287,149.7272727,1679.448,12,241840.512,139.954,1959.864,15.1,446868.5906,129.7923179,2407.92,19,869259.12,126.7326316,2941.32,22,1423598.88,133.6963636,3810,28,2987040,136.0714286,36.33333333
13,14,LCOR-014,LC-102 4A,4A,LC-102,transgenic,large,1384.3,1647,11,199287,149.7272727,1743.456,12,251057.664,145.288,2072.64,16,530595.84,129.54,2499.36,20,999744,124.968,3124.2,23,1652701.8,135.8347826,3992.88,27.5,3019615.5,145.1956364,36.96666667
14,14,LCOR-091,LC-102 8-9D,8-9D,Escape,control,large,1485.9,1677.5,12,241560,139.7916667,1700.784,11,205794.864,154.6167273,2072.64,17,598992.96,121.92,2499.36,23,1322161.44,108.6678261,3032.76,25,1895475,121.3104,3901.44,29,3281111.04,134.5324138,35.73333333
15,14,LCOR-264,LC-102 4B,4B,LC-102,transgenic,large,1003.3,1006.5,7,49318.5,143.7857143,1091.184,8,69835.776,136.398,1417.32,12,204094.08,118.11,1813.56,14,355457.76,129.54,2316.48,17,669462.72,136.2635294,3017.52,20,1207008,150.876,37.86666667
2,15,LCOR-486,LC-102 1C,1C,LC-102,transgenic,large,1181.1,1494.5,12,215208,124.5416667,1569.72,12,226039.68,130.81,2020.824,17,584018.136,118.872,2529.84,20,1011936,126.492,3108.96,23,1644639.84,135.1721739,3931.92,27,2866369.68,145.6266667,40.1
4,15,LCOR-357,LC-102 1,1,LC-102,transgenic,large,1168.4,1555.5,11,188215.5,141.4090909,1578.864,11,191042.544,143.5330909,1953.768,15,439597.8,130.2512,2286,18,740664,127,2834.64,21,1250076.24,134.9828571,3581.4,24.5,2149735.35,146.1795918,43.36666667
5,15,LCOR-473,LC-102 13-15B,13-15B,LC-102,transgenic,large,1092.2,1403,10,140300,140.3,1447.8,10,144780,144.78,1749.552,14.1,347828.4331,124.0817021,2103.12,17,607801.68,123.7129412,2575.56,19,929777.16,135.5557895,3398.52,23.5,1876832.67,144.6178723,39
6,15,LCOR-525,LC-102 5,5,LC-102,transgenic,large,1498.6,1830,12,263520,152.5,1901.952,13,321429.888,146.304,2282.952,18.5,781340.322,123.4028108,2773.68,24,1597639.68,115.57,3474.72,26,2348910.72,133.6430769,4297.68,31,4130070.48,138.6348387,30.3
7,15,LCOR-437,LC-102 1,1,LC-102,transgenic,large,1422.4,1769,12,254736,147.4166667,1865.376,13,315248.544,143.4904615,2194.56,18,711037.44,121.92,2621.28,21,1155984.48,124.8228571,3291.84,24,1896099.84,137.16,4160.52,28,3261847.68,148.59,34.7
8,15,LCOR-550,LC-102 7,7,LC-102,transgenic,large,1460.5,1555.5,11,188215.5,141.4090909,1618.488,12,233062.272,134.874,1953.768,15,439597.8,130.2512,2423.16,19,874760.76,127.5347368,3002.28,21,1324005.48,142.9657143,3886.2,25,2428875,155.448,40.56666667
9,15,LCOR-307,LC-102 13-15E,13-15E,LC-102,transgenic,large,1066.8,1143.75,8,73200,142.96875,1203.96,8,77053.44,150.495,1463.04,11,177027.84,133.0036364,1783.08,17,515310.12,104.8870588,2164.08,16,554004.48,135.255,2788.92,20,1115568,139.446,39.63333333
10,15,LCOR-449,LC-102 2H,2H,LC-102,transgenic,large,1473.2,1616.5,12,232776,134.7083333,1716.024,12,247107.456,143.002,2048.256,16,524353.536,128.016,2468.88,19,891265.68,129.9410526,3048,22,1475232,138.5454545,3870.96,27,2821929.84,143.3688889,39.53333333
11,15,LCOR-507,LC-102 16-20,16-20,Escape,control,large,1447.8,1601.25,11,193751.25,145.5681818,1682.496,12,242279.424,140.208,2048.256,16,524353.536,128.016,2438.4,20,975360,121.92,3017.52,22,1460479.68,137.16,3855.72,27,2810819.88,142.8044444,37.8
12,15,LCOR-154,LC-102 7,7,LC-102,transgenic,large,1549.4,1769,13,298961,136.0769231,1862.328,13,314733.432,143.256,2191.512,17,633346.968,128.9124706,2651.76,21,1169426.16,126.2742857,3322.32,24,1913656.32,138.43,4175.76,30,3758184,139.192,35.96666667
13,15,LCOR-562,LC-102 5C,5C,LC-102,transgenic,large,1574.8,1647,12,237168,137.25,1740.408,12,250618.752,145.034,2072.64,15,466344,138.176,2529.84,19,913272.24,133.1494737,3139.44,22,1519488.96,142.7018182,3931.92,26,2657977.92,151.2276923,33.76666667
15,15,LCOR-393,LC-102 1C,1C,LC-102,transgenic,large,1219.2,1555.5,10,155550,155.55,1642.872,11,198787.512,149.352,1956.816,15,440283.6,130.4544,2407.92,18,780166.08,133.7733333,2849.88,20,1139952,142.494,3566.16,23,1886498.64,155.0504348,41.36666667
1,16,LCOR-442,LC-102 1,1,LC-102,transgenic,large,634.9999999,1037,8,66368,129.625,1109.472,8,71006.208,138.684,1493.52,12.5,233362.5,119.4816,1859.28,16,475975.68,116.205,2240.28,17,647440.92,131.7811765,2956.56,20,1182624,147.828,40.56666667
2,16,LCOR-247,LC-102 5A,5A,LC-102,transgenic,large,1270,1555.5,10,155550,155.55,1588.008,10,158800.8,158.8008,1859.28,15,418338,123.952,2286,17,660654,134.4705882,2788.92,20,1115568,139.446,3581.4,23.5,1977828.15,152.4,35.13333333
3,16,LCOR-611,LC-102 13-15E,13-15E,LC-102,transgenic,large,863.5999999,884.5,6,31842,147.4166667,944.88,7,46299.12,134.9828571,1283.208,10,128320.8,128.3208,1691.64,13,285887.16,130.1261538,2118.36,15,476631,141.224,2819.4,18.5,964939.65,152.4,43.6
5,16,LCOR-528,LC-102 5,5,LC-102,transgenic,large,685.8,884.5,7,43340.5,126.3571429,868.68,10,86868,86.868,1109.472,10,110947.2,110.9472,1310.64,13,221498.16,100.8184615,1676.4,13,283311.6,128.9538462,2453.64,17,709101.96,144.3317647,44.16666667
6,16,LCOR-072,LC-102 13-15E,13-15E,LC-102,transgenic,large,787.3999999,1082.75,9,87702.75,120.3055556,1161.288,9,94064.328,129.032,1493.52,12.1,218666.2632,123.431405,1889.76,16,483778.56,118.11,2270.76,18,735726.24,126.1533333,2773.68,20.5,1165639.02,135.3014634,35
7,16,LCOR-610,LC-102 13-15E,13-15E,LC-102,transgenic,large,1193.8,1418.25,10,141825,141.825,1481.328,10,148132.8,148.1328,1798.32,9.5,162298.38,189.2968421,2194.56,18,711037.44,121.92,2667,19,962787,140.3684211,3185.16,20.5,1338563.49,155.3736585,37.16666667
8,16,LCOR-516,LC-102 16-20,16-20,Escape,control,large,634.9999999,701.5,5,17537.5,140.3,731.52,6,26334.72,121.92,1018.032,7.4,55747.43232,137.5718919,1341.12,10,134112,134.112,1661.16,11,201000.36,151.0145455,2240.28,14,439094.88,160.02,39.93333333
9,16,LCOR-280,LC-102 5C,5C,LC-102,transgenic,large,1168.4,1311.5,8,83936,163.9375,1319.784,10,131978.4,131.9784,1627.632,11.5,215254.332,141.5332174,2011.68,15,452628,134.112,2529.84,17,731123.76,148.8141176,3246.12,22,1571122.08,147.5509091,44.26666667
10,16,LCOR-033,LC-102 5C,5C,LC-102,transgenic,large,1320.8,1403,9,113643,155.8888889,1444.752,10,144475.2,144.4752,1712.976,13.1,293963.8114,130.7615267,2072.64,15,466344,138.176,2529.84,17,731123.76,148.8141176,3276.6,21,1444980.6,156.0285714,43.16666667
12,16,LCOR-372,LC-102 5,5,LC-102,transgenic,large,1333.5,1403,9,113643,155.8888889,1466.088,10,146608.8,146.6088,1740.408,12.8,285148.4467,135.969375,2133.6,16,546201.6,133.35,2636.52,18,854232.48,146.4733333,3429,22,1659636,155.8636364,40.43333333
13,16,LCOR-105,LC-102 16-20,16-20,Escape,control,large,990.6,1082.75,7,53054.75,154.6785714,1097.28,8,70225.92,137.16,1322.832,10.1,134942.0923,130.9734653,1676.4,13,283311.6,128.9538462,2072.64,19,748223.04,109.0863158,2545.08,16,651540.48,159.0675,39.5
14,16,LCOR-352,LC-102 1,1,LC-102,transgenic,large,1358.9,1525,12,219600,127.0833333,1584.96,13,267858.24,121.92,1889.76,15,425196,125.984,2377.44,18,770290.56,132.08,2880.36,20,1152144,144.018,3505.2,23,1854250.8,152.4,36.83333333
15,16,LCOR-614,LC-102 13-15E,13-15E,LC-102,transgenic,large,1117.6,1220,8,78080,152.5,1261.872,9,102211.632,140.208,1584.96,12.5,247650,126.7968,1813.56,15,408051,120.904,2103.12,17,607801.68,123.7129412,2697.48,19,973790.28,141.9726316,34
1,17,LCOR-376,LC-102 5,5,LC-102,transgenic,large,1219.2,1311.5,9,106231.5,145.7222222,1408.176,10,140817.6,140.8176,2087.88,14.1,415091.4228,148.0765957,2164.08,17,625419.12,127.2988235,2621.28,19,946282.08,137.9621053,3383.28,22,1637507.52,153.7854545,43.93333333
2,17,LCOR-016,LC-102 4B,4B,LC-102,transgenic,large,1016,1189.5,8,76128,148.6875,1240.536,9,100483.416,137.8373333,1621.536,12,233501.184,135.128,2011.68,16,514990.08,125.73,2484.12,17,717910.68,146.1247059,3185.16,21,1404655.56,151.6742857,40.33333333
3,17,LCOR-132,LC-102 5,5,LC-102,transgenic,large,1270,1616.5,11,195596.5,146.9545455,1673.352,11,202475.592,152.1229091,1987.296,1,1987.296,1987.296,2286,19,825246,120.3157895,2865.12,20,1146048,143.256,3596.64,24,2071664.64,149.86,37.4
4,17,LCOR-574,LC-102 5C,5C,LC-102,transgenic,large,1498.6,1708,11,206668,155.2727273,1767.84,12,254568.96,147.32,2048.256,15.5,492093.504,132.1455484,2499.36,20,999744,124.968,3078.48,22,1489984.32,139.9309091,3733.8,24,2150668.8,155.575,35.06666667
5,17,LCOR-079,LC-102 13-15E,13-15E,LC-102,transgenic,large,1104.9,1098,7,53802,156.8571429,1124.712,8,71981.568,140.589,1313.688,11.5,173735.238,114.2337391,1645.92,13,278160.48,126.6092308,2118.36,16,542300.16,132.3975,2834.64,19.5,1077871.86,145.3661538,38.73333333
6,17,LCOR-458,LC-102 2H,2H,LC-102,transgenic,large,1422.4,1586,11,191906,144.1818182,1621.536,11,196205.856,147.4123636,1905,16,487680,119.0625,2255.52,17,651845.28,132.6776471,2727.96,19,984793.56,143.5768421,3444.24,23,1822002.96,149.7495652,40.23333333
7,17,LCOR-411,LC-102 8-9D,8-9D,Escape,control,large,1498.6,1738.5,12,250344,144.875,1770.888,14,347094.048,126.492,2148.84,18.5,735440.49,116.1535135,2529.84,22.5,1280731.5,112.4373333,3032.76,25,1895475,121.3104,3657.6,29,3076041.6,126.1241379,33.83333333
8,17,LCOR-394,LC-102 1C,1C,LC-102,transgenic,large,1663.7,1891,12,272304,157.5833333,1981.2,13,334822.8,152.4,2292.096,18.5,784469.856,123.8970811,2804.16,23,1483400.64,121.92,3032.76,25,1895475,121.3104,4099.56,28.5,3329867.61,143.8442105,39.73333333
9,17,LCOR-275,LC-102 5C,5C,LC-102,transgenic,large,1460.5,1677.5,11,202977.5,152.5,1661.16,12,239207.04,138.43,1950.72,16,499384.32,121.92,2270.76,18,735726.24,126.1533333,2590.8,21,1142542.8,123.3714286,3002.28,22.5,1519904.25,133.4346667,33
